age,gender,income,education,vote_2016,govt_spending,healthcare_govt,immigration_concern,urban_rural,main_concerns
18,Male,20649.0,HS,Trump,6,6,4,Suburban,"healthcare, immigration, cost of living (major concern)"
18,Male,53295.0,Some College,Trump,6,2,4,Urban,"immigration, economy (important issue)"
18,Female,51018.0,College,Trump,2,6,5,Urban,"economy, healthcare, immigration (important issue)"
18,Female,53467.0,College,Trump,3,7,4,Rural,"healthcare, economy, immigration, rural development (major concern)"
35,Female,54879.0,Some College,Clinton,4,3,1,Urban,"economy, healthcare (top priority)"
18,Male,45536.0,Some College,Trump,3,2,1,Suburban,"economy, healthcare, immigration (top priority)"
25,Male,79797.0,Some College,Clinton,7,3,6,Suburban,"immigration, healthcare, economy (important issue)"
55,Female,17982.0,Postgrad,Clinton,2,3,2,Urban,"economy, healthcare, social security, cost of living (important issue)"
35,Female,33430.0,HS,Clinton,3,4,4,Urban,"economy, healthcare (major concern)"
45,Male,47935.0,Postgrad,Clinton,1,2,2,Rural,"economy, healthcare, rural development (important issue)"
18,Male,17136.0,College,Clinton,7,3,3,Rural,"healthcare, immigration, cost of living, rural development (important issue)"
18,Male,46483.0,Some College,Other,3,5,7,Urban,"immigration, economy, healthcare (important issue)"
18,Female,83229.0,HS,Other,3,3,1,Rural,"economy, healthcare, immigration, rural development (top priority)"
18,Male,50418.0,Some College,Clinton,7,5,6,Suburban,"immigration, healthcare, economy (top priority)"
25,Male,54614.0,Some College,Clinton,4,2,3,Suburban,"economy, immigration, healthcare (top priority)"
18,Male,24797.0,HS,Clinton,7,7,6,Suburban,"healthcare, immigration, cost of living (top priority)"
18,Male,37673.0,College,Clinton,1,6,7,Rural,"economy, immigration, rural development (major concern)"
18,Male,42496.0,Postgrad,Other,1,2,7,Suburban,"economy, immigration, healthcare (top priority)"
35,Male,43646.0,Some College,Clinton,3,6,5,Urban,"healthcare, economy, immigration (important issue)"
25,Male,75633.0,College,Trump,6,6,1,Rural,"healthcare, economy, rural development (major concern)"
25,Female,61154.0,HS,Clinton,4,2,3,Suburban,"economy, immigration, healthcare (top priority)"
35,Male,27771.0,Some College,Other,3,3,5,Urban,"economy, immigration, cost of living (important issue)"
45,Female,54930.0,HS,Clinton,7,1,7,Suburban,"immigration, economy, healthcare (major concern)"
18,Female,59964.0,College,Trump,3,3,3,Suburban,"economy, healthcare, immigration (major concern)"
45,Female,72803.0,Postgrad,Clinton,2,3,6,Rural,"economy, immigration, rural development (top priority)"
35,Female,81611.0,College,Trump,2,7,5,Suburban,"healthcare, economy, immigration (important issue)"
18,Male,29698.0,HS,Clinton,6,4,5,Urban,"immigration, healthcare, economy, cost of living (major concern)"
55,Male,33783.0,Some College,Clinton,4,4,1,Suburban,"economy, healthcare, social security (major concern)"
65,Female,24848.0,Some College,Trump,5,3,2,Suburban,"economy, healthcare, social security, cost of living (important issue)"
18,Female,45320.0,Some College,Trump,2,5,6,Urban,"economy, immigration, healthcare (important issue)"
25,Female,59327.0,College,Trump,5,7,6,Suburban,"healthcare, immigration (top priority)"
55,Female,69747.0,College,Trump,1,6,5,Rural,"economy, healthcare, immigration, social security, rural development (important issue)"
45,Female,48481.0,College,Trump,2,4,5,Urban,"economy, immigration, healthcare (major concern)"
18,Male,43603.0,Some College,Clinton,2,3,1,Suburban,"economy, healthcare, immigration (important issue)"
25,Male,53035.0,HS,Clinton,4,7,2,Urban,"healthcare, economy, immigration (top priority)"
25,Female,33297.0,HS,Clinton,6,1,6,Urban,"immigration, economy (important issue)"
35,Female,91791.0,Some College,Trump,5,5,7,Urban,"immigration, healthcare (major concern)"
35,Male,17847.0,Some College,Clinton,7,2,4,Urban,"immigration, healthcare, economy, cost of living (important issue)"
25,Female,53695.0,College,Clinton,2,3,4,Rural,"economy, immigration, healthcare, rural development (major concern)"
35,Male,90472.0,College,Trump,2,7,2,Urban,"healthcare, economy, immigration (important issue)"
45,Female,50136.0,HS,Trump,4,3,3,Suburban,"economy, healthcare, immigration (important issue)"
18,Male,46199.0,Some College,Clinton,4,6,1,Urban,"healthcare, economy, immigration (important issue)"
25,Male,42851.0,HS,Clinton,6,5,2,Rural,"healthcare, economy, rural development (important issue)"
45,Female,46392.0,HS,Clinton,5,4,4,Suburban,"healthcare, immigration, economy (important issue)"
55,Male,77457.0,College,Clinton,1,4,5,Suburban,"economy, immigration, healthcare, social security (important issue)"
35,Female,15000.0,HS,Clinton,7,4,4,Urban,"healthcare, immigration, economy, cost of living (top priority)"
35,Female,80669.0,Some College,Trump,6,2,5,Suburban,"immigration, economy, healthcare (important issue)"
18,Female,21521.0,HS,Trump,1,7,1,Urban,"economy, healthcare, cost of living (important issue)"
25,Male,44667.0,Postgrad,Trump,3,5,5,Rural,"economy, healthcare, immigration, rural development (top priority)"
35,Male,41415.0,Some College,Clinton,2,5,2,Suburban,"economy, healthcare (important issue)"
25,Male,61771.0,HS,Trump,5,4,5,Suburban,"immigration, healthcare (important issue)"
25,Female,18038.0,Some College,Clinton,6,4,3,Suburban,"healthcare, immigration, cost of living (major concern)"
25,Female,59243.0,College,Clinton,2,6,2,Urban,"economy, healthcare, immigration (important issue)"
18,Female,90486.0,Postgrad,Trump,5,1,1,Suburban,"economy, healthcare, immigration (major concern)"
25,Female,22737.0,HS,Clinton,5,1,2,Suburban,"economy, immigration, healthcare, cost of living (important issue)"
25,Female,53794.0,Postgrad,Clinton,5,3,3,Suburban,"economy, healthcare (important issue)"
25,Female,36760.0,Postgrad,Trump,2,3,1,Suburban,"economy, healthcare, immigration (top priority)"
18,Male,58518.0,Postgrad,Clinton,6,5,4,Urban,"healthcare, immigration, economy (major concern)"
55,Female,50383.0,College,Trump,7,5,3,Urban,"healthcare, immigration, economy, social security (top priority)"
35,Male,37170.0,College,Clinton,4,2,1,Rural,"economy, healthcare, immigration, rural development (major concern)"
45,Female,59757.0,Some College,Trump,2,2,7,Suburban,"immigration, economy (major concern)"
45,Female,86087.0,College,Clinton,5,1,5,Suburban,"immigration, economy, healthcare (top priority)"
35,Female,46182.0,Some College,Clinton,6,3,2,Rural,"healthcare, economy, immigration, rural development (important issue)"
18,Male,64395.0,College,Trump,7,1,1,Urban,"economy, healthcare (important issue)"
35,Male,24135.0,Some College,Clinton,3,1,2,Rural,"economy, immigration, cost of living, rural development (top priority)"
35,Male,30871.0,College,Clinton,1,3,5,Rural,"economy, immigration, healthcare, rural development (major concern)"
45,Male,59448.0,College,Clinton,5,7,1,Rural,"healthcare, economy, immigration, rural development (major concern)"
25,Male,79682.0,HS,Clinton,3,2,4,Rural,"economy, immigration, rural development (top priority)"
18,Female,57112.0,College,Clinton,4,6,7,Urban,"immigration, healthcare, economy (top priority)"
25,Female,43739.0,Some College,Clinton,7,6,7,Urban,"immigration, healthcare (important issue)"
25,Male,49986.0,College,Trump,7,6,3,Suburban,"healthcare, immigration, economy (important issue)"
35,Male,24992.0,Some College,Clinton,5,3,1,Urban,"economy, healthcare, immigration, cost of living (major concern)"
35,Male,62090.0,Some College,Trump,7,4,5,Urban,"immigration, healthcare (top priority)"
25,Female,67647.0,Postgrad,Clinton,3,4,1,Suburban,"economy, healthcare, immigration (major concern)"
65,Male,40958.0,HS,Clinton,5,4,2,Urban,"healthcare, economy, immigration, social security (top priority)"
35,Female,40599.0,College,Trump,2,5,6,Rural,"economy, immigration, rural development (major concern)"
25,Male,55318.0,Some College,Clinton,6,2,1,Rural,"economy, healthcare, rural development (important issue)"
18,Female,41266.0,Some College,Other,3,2,7,Rural,"immigration, economy, rural development (top priority)"
18,Female,48677.0,Some College,Clinton,6,7,7,Suburban,"healthcare, immigration, economy (top priority)"
25,Male,91994.0,Some College,Trump,2,7,7,Rural,"healthcare, immigration, economy, rural development (top priority)"
18,Female,45059.0,Some College,Trump,2,5,4,Rural,"economy, healthcare, immigration, rural development (top priority)"
18,Male,42833.0,HS,Trump,6,1,1,Suburban,"economy, healthcare, immigration (top priority)"
25,Female,37049.0,HS,Trump,3,7,3,Urban,"healthcare, economy, immigration (important issue)"
18,Male,64884.0,HS,Trump,6,6,1,Rural,"healthcare, economy, immigration, rural development (top priority)"
55,Female,46376.0,Postgrad,Clinton,6,4,6,Rural,"immigration, healthcare, economy, social security, rural development (important issue)"
18,Female,37013.0,Postgrad,Clinton,1,6,7,Suburban,"economy, immigration (top priority)"
35,Female,76426.0,Some College,Trump,3,4,2,Urban,"economy, healthcare, immigration (major concern)"
25,Female,78392.0,College,Clinton,1,6,7,Suburban,"economy, immigration, healthcare (important issue)"
65,Male,37992.0,Some College,Clinton,5,1,1,Urban,"economy, healthcare, social security (important issue)"
18,Male,15000.0,College,Trump,7,6,4,Rural,"healthcare, immigration, economy, cost of living, rural development (major concern)"
25,Male,70150.0,College,Clinton,6,6,5,Rural,"healthcare, immigration, economy, rural development (top priority)"
65,Male,36307.0,Postgrad,Other,5,3,1,Urban,"economy, healthcare, social security (major concern)"
55,Female,65813.0,Some College,Trump,3,6,1,Suburban,"healthcare, economy, immigration, social security (major concern)"
55,Male,15000.0,College,Trump,6,3,3,Urban,"healthcare, immigration, social security, cost of living (important issue)"
25,Female,67852.0,HS,Trump,7,2,4,Suburban,"immigration, healthcare, economy (top priority)"
18,Female,25777.0,Postgrad,Clinton,5,5,6,Urban,"immigration, healthcare, cost of living (important issue)"
45,Female,64615.0,HS,Clinton,4,6,5,Suburban,"healthcare, immigration, economy (important issue)"
65,Male,50285.0,College,Clinton,2,2,7,Urban,"immigration, economy, social security (major concern)"
35,Female,30921.0,College,Clinton,6,7,2,Urban,"healthcare, economy, immigration (important issue)"
35,Female,41859.0,College,Trump,7,7,1,Suburban,"healthcare, economy, immigration (top priority)"
25,Male,63726.0,HS,Trump,2,3,6,Urban,"economy, immigration (top priority)"
45,Female,52118.0,Postgrad,Clinton,1,6,5,Suburban,"economy, healthcare, immigration (important issue)"
18,Female,61688.0,HS,Clinton,5,6,2,Urban,"healthcare, economy (important issue)"
25,Male,89529.0,College,Other,1,1,6,Suburban,"economy, immigration (important issue)"
25,Male,18715.0,HS,Clinton,7,2,4,Rural,"immigration, healthcare, cost of living, rural development (major concern)"
35,Male,82344.0,Some College,Trump,6,4,4,Rural,"healthcare, immigration, economy, rural development (top priority)"
25,Male,52087.0,Some College,Clinton,2,4,5,Rural,"economy, immigration, healthcare, rural development (major concern)"
18,Male,32024.0,Some College,Trump,2,1,7,Rural,"immigration, economy, rural development (major concern)"
35,Male,23394.0,HS,Trump,5,3,2,Urban,"economy, healthcare, immigration, cost of living (important issue)"
25,Male,46218.0,HS,Trump,6,4,4,Urban,"healthcare, immigration, economy (major concern)"
35,Male,68433.0,Some College,Trump,4,4,5,Suburban,"immigration, economy (major concern)"
18,Female,47449.0,College,Clinton,4,7,4,Rural,"healthcare, economy, immigration, rural development (important issue)"
35,Female,80223.0,Postgrad,Clinton,5,7,4,Rural,"healthcare, immigration, rural development (major concern)"
35,Female,20976.0,HS,Trump,6,5,6,Urban,"immigration, healthcare, economy, cost of living (important issue)"
18,Male,49758.0,Some College,Clinton,5,2,6,Urban,"immigration, economy (major concern)"
25,Male,24952.0,HS,Trump,6,3,4,Urban,"immigration, healthcare, cost of living (major concern)"
18,Male,57273.0,HS,Other,7,6,3,Suburban,"healthcare, immigration, economy (important issue)"
18,Male,67738.0,College,Trump,7,2,6,Suburban,"immigration, healthcare (major concern)"
65,Male,41585.0,College,Trump,1,3,2,Urban,"economy, healthcare, social security (major concern)"
25,Female,15000.0,HS,Trump,5,4,5,Suburban,"immigration, healthcare, cost of living (top priority)"
55,Male,53979.0,HS,Trump,6,5,5,Suburban,"healthcare, immigration, social security (top priority)"
25,Female,58735.0,HS,Clinton,4,2,7,Suburban,"immigration, economy (major concern)"
45,Female,58086.0,College,Clinton,6,4,2,Urban,"healthcare, economy (top priority)"
45,Male,74716.0,Postgrad,Clinton,7,3,2,Rural,"healthcare, immigration, rural development (top priority)"
35,Male,28579.0,HS,Trump,6,2,2,Suburban,"economy, healthcare, cost of living (important issue)"
35,Female,63604.0,HS,Clinton,5,6,7,Rural,"immigration, healthcare, rural development (major concern)"
25,Male,73850.0,Postgrad,Trump,1,2,2,Rural,"economy, healthcare, immigration, rural development (important issue)"
25,Male,15000.0,Postgrad,Clinton,1,4,1,Urban,"economy, healthcare, immigration, cost of living (top priority)"
65,Female,56393.0,Some College,Trump,1,2,7,Urban,"economy, immigration, healthcare, social security (major concern)"
55,Male,39916.0,HS,Clinton,1,6,5,Suburban,"economy, healthcare, social security (top priority)"
65,Female,48370.0,HS,Trump,7,5,1,Urban,"healthcare, economy, immigration, social security (major concern)"
18,Female,56954.0,Some College,Trump,3,5,7,Rural,"immigration, economy, healthcare, rural development (important issue)"
45,Male,40255.0,Some College,Clinton,5,4,4,Suburban,"healthcare, immigration, economy (major concern)"
65,Male,36486.0,HS,Clinton,2,3,4,Rural,"economy, immigration, healthcare, social security, rural development (major concern)"
18,Male,50683.0,Some College,Trump,5,4,5,Urban,"immigration, healthcare (top priority)"
18,Male,28255.0,HS,Trump,3,5,4,Urban,"economy, healthcare, cost of living (important issue)"
45,Male,28283.0,College,Clinton,1,1,2,Suburban,"economy, immigration, cost of living (important issue)"
35,Female,63587.0,Some College,Other,3,1,7,Urban,"immigration, economy (major concern)"
55,Male,27024.0,HS,Trump,4,2,1,Suburban,"economy, healthcare, social security, cost of living (important issue)"
18,Male,63326.0,Some College,Other,4,6,2,Rural,"healthcare, economy, rural development (important issue)"
45,Female,59252.0,Some College,Clinton,7,7,4,Suburban,"healthcare, immigration, economy (major concern)"
25,Female,15484.0,Postgrad,Clinton,5,7,6,Suburban,"healthcare, immigration, cost of living (top priority)"
18,Female,36449.0,Some College,Trump,5,7,1,Urban,"healthcare, economy, immigration (major concern)"
18,Male,73882.0,HS,Trump,2,2,2,Urban,"economy, healthcare, immigration (major concern)"
55,Female,30377.0,College,Trump,7,1,7,Rural,"immigration, economy, healthcare, social security, rural development (important issue)"
45,Female,40712.0,HS,Clinton,2,5,5,Rural,"economy, healthcare, immigration, rural development (top priority)"
35,Male,59241.0,Postgrad,Clinton,4,2,2,Suburban,"economy, healthcare, immigration (top priority)"
25,Male,65668.0,Some College,Clinton,1,7,6,Rural,"economy, healthcare, rural development (important issue)"
55,Female,44969.0,Some College,Clinton,3,7,4,Suburban,"healthcare, economy, immigration, social security (major concern)"
25,Male,38050.0,HS,Clinton,2,4,1,Urban,"economy, healthcare, immigration (important issue)"
55,Male,78447.0,Some College,Clinton,6,7,5,Urban,"healthcare, immigration, economy, social security (major concern)"
25,Male,84778.0,College,Other,2,6,1,Rural,"economy, healthcare, immigration, rural development (major concern)"
25,Male,69577.0,College,Clinton,1,7,5,Urban,"economy, healthcare, immigration (top priority)"
35,Female,51706.0,HS,Trump,1,4,7,Suburban,"economy, immigration (major concern)"
25,Female,33835.0,HS,Trump,5,7,1,Suburban,"healthcare, economy, immigration (top priority)"
45,Female,33391.0,College,Trump,3,6,4,Suburban,"healthcare, economy (important issue)"
35,Male,60450.0,Postgrad,Clinton,1,5,7,Suburban,"economy, immigration (major concern)"
25,Male,58368.0,HS,Trump,7,2,7,Urban,"immigration, healthcare, economy (top priority)"
55,Male,78032.0,Some College,Trump,2,6,5,Urban,"economy, healthcare, social security (top priority)"
25,Male,63009.0,Some College,Trump,2,4,3,Suburban,"economy, healthcare (important issue)"
35,Male,19938.0,Postgrad,Trump,4,2,1,Suburban,"economy, healthcare, immigration, cost of living (important issue)"
65,Female,71039.0,HS,Other,1,2,1,Suburban,"economy, healthcare, social security (top priority)"
35,Male,30039.0,HS,Trump,6,4,2,Suburban,"healthcare, economy, immigration (major concern)"
18,Female,42321.0,College,Clinton,5,1,5,Urban,"immigration, economy, healthcare (important issue)"
65,Male,55004.0,HS,Trump,3,7,6,Rural,"healthcare, immigration, economy, social security, rural development (major concern)"
35,Male,89913.0,Some College,Clinton,6,6,3,Suburban,"healthcare, immigration, economy (important issue)"
25,Male,112198.0,Some College,Trump,5,4,4,Urban,"healthcare, immigration, economy (top priority)"
18,Female,62134.0,Some College,Clinton,2,5,2,Suburban,"economy, healthcare (major concern)"
45,Female,46336.0,Some College,Clinton,6,3,3,Rural,"healthcare, immigration, economy, rural development (top priority)"
35,Female,60690.0,Some College,Trump,5,4,5,Rural,"immigration, healthcare, rural development (important issue)"
35,Male,67753.0,HS,Trump,2,7,3,Urban,"healthcare, economy, immigration (important issue)"
55,Male,43587.0,Some College,Clinton,2,7,7,Suburban,"healthcare, immigration, economy, social security (major concern)"
45,Female,85904.0,College,Clinton,2,2,1,Urban,"economy, healthcare, immigration (important issue)"
18,Male,54601.0,College,Trump,2,2,7,Urban,"immigration, economy (important issue)"
25,Female,59955.0,HS,Clinton,7,4,1,Suburban,"healthcare, economy, immigration (important issue)"
25,Male,63318.0,HS,Trump,2,3,2,Suburban,"economy, healthcare (top priority)"
45,Male,58432.0,HS,Clinton,4,4,5,Suburban,"immigration, economy, healthcare (major concern)"
18,Male,66779.0,Some College,Trump,6,3,5,Urban,"immigration, healthcare (top priority)"
35,Male,37655.0,Some College,Trump,5,3,3,Urban,"economy, healthcare (top priority)"
45,Female,38834.0,College,Clinton,4,7,2,Suburban,"healthcare, economy, immigration (major concern)"
55,Male,27997.0,HS,Clinton,7,7,5,Urban,"healthcare, immigration, social security, cost of living (top priority)"
25,Male,58790.0,HS,Clinton,4,7,6,Urban,"healthcare, immigration, economy (major concern)"
55,Male,65579.0,Some College,Trump,1,5,6,Urban,"economy, immigration, social security (important issue)"
18,Male,59155.0,College,Trump,1,7,7,Suburban,"economy, healthcare, immigration (major concern)"
55,Female,83490.0,HS,Trump,1,6,1,Urban,"economy, healthcare, immigration, social security (top priority)"
18,Female,49888.0,College,Clinton,3,2,3,Suburban,"economy, immigration, healthcare (top priority)"
25,Female,63375.0,HS,Clinton,1,2,4,Urban,"economy, immigration, healthcare (top priority)"
45,Female,28166.0,Postgrad,Clinton,5,3,1,Urban,"economy, healthcare, cost of living (major concern)"
18,Male,42258.0,Postgrad,Clinton,4,2,2,Suburban,"economy, healthcare (important issue)"
25,Female,63911.0,HS,Trump,5,1,5,Urban,"immigration, economy (top priority)"
45,Male,66982.0,HS,Trump,6,3,1,Suburban,"healthcare, economy, immigration (major concern)"
45,Male,44121.0,Some College,Trump,1,2,4,Urban,"economy, immigration, healthcare (important issue)"
35,Female,48568.0,HS,Clinton,7,1,4,Suburban,"immigration, economy (important issue)"
45,Male,19643.0,College,Other,3,5,6,Urban,"immigration, economy, cost of living (major concern)"
35,Female,42859.0,College,Trump,6,2,2,Urban,"economy, healthcare (major concern)"
25,Male,67808.0,College,Trump,7,1,1,Suburban,"economy, healthcare (important issue)"
25,Female,61504.0,College,Trump,3,4,3,Rural,"economy, healthcare, immigration, rural development (major concern)"
18,Female,60013.0,Some College,Clinton,6,6,1,Urban,"healthcare, economy, immigration (major concern)"
65,Female,50995.0,HS,Clinton,4,4,6,Suburban,"immigration, economy, healthcare, social security (major concern)"
35,Female,50141.0,College,Trump,5,1,7,Suburban,"immigration, economy (major concern)"
25,Female,36794.0,Some College,Clinton,2,3,4,Suburban,"economy, immigration (important issue)"
35,Male,63977.0,College,Clinton,5,7,2,Rural,"healthcare, economy, immigration, rural development (important issue)"
65,Male,58419.0,HS,Trump,1,7,2,Urban,"economy, healthcare, immigration, social security (top priority)"
18,Male,59840.0,HS,Trump,7,7,3,Rural,"healthcare, immigration, rural development (important issue)"
35,Female,39479.0,Postgrad,Trump,2,3,2,Urban,"economy, healthcare, immigration (important issue)"
35,Male,15000.0,HS,Clinton,3,2,6,Urban,"immigration, economy, cost of living (top priority)"
35,Female,71943.0,Postgrad,Clinton,4,7,6,Rural,"healthcare, immigration, economy, rural development (important issue)"
18,Male,40423.0,Postgrad,Trump,4,4,6,Suburban,"immigration, economy, healthcare (top priority)"
55,Male,32744.0,College,Other,3,3,2,Suburban,"economy, healthcare, social security (important issue)"
65,Female,63870.0,College,Trump,1,3,2,Suburban,"economy, healthcare, immigration, social security (important issue)"
35,Male,42160.0,Some College,Trump,3,7,6,Suburban,"healthcare, immigration (important issue)"
45,Male,71199.0,Postgrad,Trump,6,4,2,Urban,"healthcare, economy (major concern)"
65,Male,62340.0,HS,Trump,7,5,2,Suburban,"healthcare, immigration, social security (important issue)"
45,Female,63671.0,Some College,Clinton,7,3,4,Urban,"immigration, healthcare (top priority)"
18,Female,22681.0,College,Trump,1,7,1,Rural,"economy, healthcare, immigration, cost of living, rural development (top priority)"
35,Male,74239.0,Some College,Trump,2,6,5,Rural,"economy, healthcare, rural development (major concern)"
35,Male,55225.0,Some College,Trump,3,1,2,Urban,"economy, immigration (top priority)"
25,Male,42614.0,Some College,Trump,1,2,5,Suburban,"economy, immigration (major concern)"
45,Female,52868.0,Some College,Trump,7,3,7,Urban,"immigration, healthcare (major concern)"
65,Female,15000.0,Postgrad,Clinton,2,6,5,Urban,"economy, healthcare, immigration, social security, cost of living (major concern)"
65,Male,58173.0,HS,Trump,3,6,4,Rural,"healthcare, economy, immigration, social security, rural development (top priority)"
35,Male,29413.0,Postgrad,Clinton,4,3,2,Urban,"economy, healthcare, cost of living (major concern)"
18,Male,22947.0,College,Trump,3,5,6,Suburban,"immigration, economy, healthcare, cost of living (important issue)"
65,Female,19553.0,College,Clinton,5,1,5,Rural,"immigration, economy, social security, cost of living, rural development (important issue)"
55,Female,72254.0,Some College,Clinton,3,2,2,Rural,"economy, healthcare, immigration, social security, rural development (top priority)"
18,Male,37415.0,College,Clinton,5,3,3,Suburban,"economy, healthcare (top priority)"
65,Male,80675.0,HS,Trump,2,2,7,Suburban,"immigration, economy, healthcare, social security (major concern)"
55,Male,39284.0,College,Clinton,3,4,6,Suburban,"immigration, economy, social security (important issue)"
35,Female,15853.0,HS,Clinton,2,6,3,Rural,"economy, healthcare, cost of living, rural development (important issue)"
35,Male,27670.0,Postgrad,Trump,2,6,3,Suburban,"economy, healthcare, immigration, cost of living (top priority)"
25,Female,74716.0,Postgrad,Clinton,7,3,5,Suburban,"immigration, healthcare, economy (top priority)"
18,Female,46882.0,HS,Trump,1,3,3,Urban,"economy, healthcare, immigration (important issue)"
25,Male,39034.0,HS,Trump,2,4,4,Urban,"economy, healthcare, immigration (major concern)"
55,Male,53200.0,College,Trump,2,5,4,Suburban,"economy, healthcare, social security (important issue)"
18,Male,60036.0,HS,Clinton,7,3,5,Rural,"immigration, healthcare, economy, rural development (major concern)"
25,Female,72348.0,Postgrad,Trump,7,6,2,Rural,"healthcare, immigration, rural development (top priority)"
25,Female,78970.0,HS,Clinton,3,2,1,Rural,"economy, healthcare, immigration, rural development (major concern)"
35,Female,42805.0,HS,Clinton,7,1,2,Suburban,"immigration, economy, healthcare (major concern)"
65,Female,23479.0,Postgrad,Clinton,3,7,2,Suburban,"healthcare, economy, social security, cost of living (major concern)"
25,Male,41731.0,College,Trump,4,2,2,Rural,"economy, healthcare, immigration, rural development (major concern)"
25,Female,55206.0,College,Clinton,7,5,2,Suburban,"healthcare, immigration, economy (major concern)"
45,Female,30725.0,Some College,Trump,1,1,6,Urban,"economy, immigration (top priority)"
35,Male,30857.0,College,Trump,2,2,1,Suburban,"economy, healthcare (top priority)"
25,Female,56876.0,Some College,Trump,1,2,6,Rural,"economy, immigration, healthcare, rural development (top priority)"
35,Female,49027.0,College,Clinton,5,4,3,Urban,"healthcare, economy (important issue)"
18,Female,50656.0,College,Other,7,7,7,Rural,"healthcare, immigration, economy, rural development (top priority)"
18,Female,34830.0,Some College,Trump,2,5,2,Urban,"economy, healthcare (important issue)"
35,Female,45392.0,Some College,Trump,1,6,7,Suburban,"economy, immigration (top priority)"
25,Female,31515.0,HS,Clinton,7,4,4,Suburban,"healthcare, immigration, economy (top priority)"
65,Male,67804.0,College,Trump,7,1,5,Suburban,"immigration, economy, healthcare, social security (important issue)"
25,Male,70705.0,HS,Clinton,4,7,5,Suburban,"healthcare, immigration (major concern)"
35,Female,15000.0,College,Clinton,4,6,6,Rural,"healthcare, immigration, cost of living, rural development (major concern)"
35,Male,31410.0,HS,Clinton,2,4,6,Suburban,"economy, immigration, healthcare (top priority)"
18,Male,20069.0,College,Trump,5,7,4,Urban,"healthcare, immigration, cost of living (major concern)"
45,Male,37000.0,College,Clinton,4,5,2,Suburban,"healthcare, economy, immigration (important issue)"
18,Male,48331.0,HS,Clinton,4,3,7,Urban,"immigration, economy, healthcare (top priority)"
65,Female,21007.0,HS,Trump,5,3,7,Urban,"immigration, economy, healthcare, social security, cost of living (important issue)"
18,Female,31563.0,HS,Trump,1,1,1,Urban,"economy, healthcare, immigration (major concern)"
25,Male,29921.0,College,Clinton,4,3,3,Rural,"economy, healthcare, cost of living, rural development (major concern)"
18,Male,54145.0,College,Trump,3,4,5,Suburban,"economy, immigration, healthcare (major concern)"
65,Male,51387.0,HS,Clinton,6,1,3,Suburban,"immigration, economy, healthcare, social security (top priority)"
35,Female,35565.0,College,Clinton,6,6,1,Urban,"healthcare, economy, immigration (top priority)"
35,Female,53536.0,Some College,Clinton,4,5,6,Urban,"immigration, healthcare, economy (important issue)"
18,Male,39066.0,Some College,Trump,1,1,7,Rural,"economy, immigration, healthcare, rural development (top priority)"
45,Female,44567.0,Postgrad,Clinton,7,6,5,Suburban,"healthcare, immigration (major concern)"
25,Female,83469.0,Some College,Clinton,1,1,3,Rural,"economy, immigration, healthcare, rural development (important issue)"
55,Female,76809.0,Some College,Clinton,2,2,6,Urban,"economy, immigration, healthcare, social security (top priority)"
25,Female,24008.0,HS,Trump,3,2,1,Urban,"economy, healthcare, cost of living (important issue)"
18,Male,66595.0,HS,Clinton,1,1,3,Rural,"economy, immigration, healthcare, rural development (top priority)"
18,Female,66228.0,HS,Clinton,5,7,7,Suburban,"healthcare, immigration (top priority)"
35,Male,27035.0,HS,Clinton,3,3,2,Urban,"economy, healthcare, immigration, cost of living (major concern)"
35,Female,66376.0,College,Clinton,6,2,6,Urban,"immigration, economy, healthcare (top priority)"
18,Female,80759.0,Some College,Trump,3,7,1,Rural,"healthcare, economy, immigration, rural development (major concern)"
45,Female,27549.0,Some College,Trump,5,7,3,Suburban,"healthcare, economy, cost of living (important issue)"
35,Female,31650.0,HS,Clinton,4,5,7,Suburban,"immigration, healthcare, economy (major concern)"
35,Male,70353.0,HS,Clinton,5,6,2,Urban,"healthcare, economy (major concern)"
25,Female,55430.0,College,Clinton,5,4,2,Urban,"healthcare, economy (top priority)"
25,Female,61030.0,Postgrad,Clinton,4,2,1,Rural,"economy, healthcare, immigration, rural development (major concern)"
35,Female,56812.0,HS,Clinton,4,1,4,Urban,"economy, immigration, healthcare (major concern)"
18,Male,57814.0,Postgrad,Trump,4,3,7,Suburban,"immigration, economy (major concern)"
18,Male,23471.0,Some College,Other,4,4,7,Rural,"immigration, economy, healthcare, cost of living, rural development (important issue)"
55,Male,70946.0,Some College,Other,4,6,5,Urban,"healthcare, immigration, economy, social security (important issue)"
65,Female,73392.0,Some College,Trump,5,7,1,Suburban,"healthcare, economy, social security (important issue)"
25,Female,45412.0,HS,Trump,2,6,2,Suburban,"economy, healthcare (important issue)"
25,Male,49130.0,HS,Trump,2,2,2,Suburban,"economy, healthcare, immigration (top priority)"
35,Male,19378.0,College,Clinton,1,6,1,Suburban,"economy, healthcare, cost of living (top priority)"
25,Female,60285.0,Some College,Trump,2,6,4,Urban,"economy, healthcare (top priority)"
18,Female,61441.0,Postgrad,Clinton,6,3,5,Suburban,"immigration, healthcare (top priority)"
18,Female,48756.0,Some College,Trump,2,7,3,Suburban,"healthcare, economy (major concern)"
45,Female,72487.0,HS,Trump,5,3,1,Suburban,"economy, healthcare, immigration (important issue)"
45,Male,43318.0,College,Clinton,4,3,5,Urban,"immigration, economy (top priority)"
